id,price
0,4274.689594469805
1,1259.8283899775124
2,16436.37614890878
3,6898.821567927429
4,1538.1683632027734
5,2551.7169140329443
6,1902.724777930111
7,1933.9423245704988
8,3525.880935123207
9,12704.870094904092
10,3295.1911220177567
11,746.4342422527869
12,726.3229586881957
13,3808.1949798666205
14,948.92246661176
15,4494.38145598547
16,2012.9656128038687
17,4340.877839594085
18,699.6488064580959
19,3754.7262484655853
20,810.9417025578208
21,8745.089591799071
22,717.2511145303229
23,10523.787511233708
24,4277.779614935573
25,7269.670990223364
26,5999.960224737709
27,649.2665100985296
28,2231.7346103379004
29,15750.177993781825
30,771.1227694159855
31,4747.78869209761
32,7676.120768587348
33,6414.6240149318355
34,1593.383872748699
35,1759.6637014394216
36,851.7502026597306
37,2632.8756487371356
38,16532.543668678936
39,766.7974416549412
40,893.1371006448492
41,5516.577324463228
42,2650.4462590865733
43,5303.998193639482
44,2023.0419909136158
45,1163.4335489884024
46,5282.16594308201
47,5297.275505235699
48,3511.9796550256538
49,1488.892475000754
50,658.7022652747008
51,820.1749687104754
52,644.7268139661038
53,2993.838057909143
54,4997.93389340968
55,856.3119994969172
56,4520.167772990098
57,2484.8172554148873
58,2010.3594343971586
59,923.7121245069261
60,6690.915691413394
61,7222.963290292893
62,1576.6334507822528
63,4121.292926731525
64,3947.9132521744727
65,6569.397572176751
66,2804.2507056352847
67,3736.732634375247
68,897.7383504851391
69,852.6899349507016
70,4622.1211859083505
71,4466.823839869474
72,1023.6593864462752
73,4894.619526614618
74,2930.1502577697456
75,16436.37614890878
76,15502.026478223483
77,12891.163746702197
78,920.3011458635882
79,11875.070009625455
80,3808.1949798666205
81,6608.4905329971325
82,6940.264435006051
83,12664.938079044068
84,6879.769160623576
85,12628.390794883608
86,1944.9904189840843
87,9117.190673674364
88,1055.3040234613975
89,1626.4009110245636
90,13932.130632490984
91,4929.591314129564
92,1728.017581388491
93,729.6592555019178
94,2519.713369550773
95,1109.8338391296063
96,1083.166347755757
97,3187.422199173607
98,1076.4359228037652
99,9159.867148038296
100,821.2665110291979
101,1912.891003326749
102,3324.395763014863
103,1034.8232825926987
104,6460.047794759751
105,897.4582113220478
106,9954.214821544314
107,934.0573696344562
108,726.3477469241851
109,4133.601792475331
110,3430.4063999821633
111,6357.390895955497
112,1411.9691014625523
113,734.7952968557846
114,3791.1445339541033
115,2835.9397668420165
116,16436.37614890878
117,1637.7522118378915
118,1036.2289968178222
119,869.8878555281166
120,525.7933882385904
121,11256.035094485384
122,598.7942383444747
123,3571.6227000827625
124,11126.568870381298
125,1025.7111457135877
126,1426.1266781956813
127,2533.889207623554
128,2057.3836921587554
129,4342.23797117098
130,1661.5258514007608
131,2198.468760554254
132,789.1493933316032
133,773.7366510163807
134,672.4935200090655
135,2973.604467733449
136,517.008933633212
137,2047.605377420365
138,5167.902155972944
139,3070.2684640037446
140,604.8398464614671
141,8590.68932779281
142,1423.8204933050415
143,15546.658134693544
144,5368.391022366474
145,824.4950593422836
146,1631.8469962409742
147,14485.391392058955
148,11537.652882350632
149,5116.563297034702
150,4162.488236693458
151,8862.606246110592
152,772.3301913290157
153,2440.2268807210617
154,4268.256182649619
155,4689.73901333642
156,6443.577256645096
157,12472.829578570045
158,2053.4568778179887
159,11697.698193312563
160,2537.2218739732607
161,4060.1980300692785
162,460.3845841832391
163,4533.220536184645
164,2431.765884880849
165,859.5566089241979
166,783.1102722232798
167,4487.018885184855
168,3184.5816477537614
169,15165.49643319209
170,10908.516387069854
171,9951.877010179895
172,2012.3062577497215
173,11315.566740780185
174,845.070055796093
175,867.6303805264251
176,1009.0880035790422
177,820.1749687104754
178,1471.6595885448235
179,5003.255176232022
180,1157.7140720864886
181,2151.3760655952947
182,2753.290159535874
183,826.0609483713545
184,3122.713187215672
185,766.648099515724
186,4947.450963315598
187,6140.105558429363
188,7048.189173971238
189,14343.351282127545
190,7058.4450473936695
191,2933.1075757164067
192,2526.1810660427413
193,847.4603024763109
194,3953.38789268576
195,7782.610337602291
196,3435.044132564718
197,5808.69522299731
198,1613.6027556055333
199,9637.321159319936
200,830.8559588701253
201,981.9772949255408
202,912.6875690928576
203,6140.621088815371
204,5275.065849835793
205,6275.937656917434
206,1240.4121252793923
207,2321.5568887321024
208,8139.564373780706
209,4320.303158589201
210,725.1076114951403
211,4708.107654993459
212,2419.212509252471
213,1538.1815522160948
214,1151.3507946367624
215,11477.802893101252
216,1120.1342407224647
217,4994.458109866081
218,6598.587438155907
219,848.4607579285916
220,1925.9443381284118
221,2715.1103832609033
222,5434.350211881302
223,1219.72825227735
224,799.4266119926525
225,655.013202866032
226,2758.0113411094194
227,5641.389592671477
228,910.5350620593406
229,717.773467910165
230,4159.786133200708
231,4079.7317307814183
232,7063.48852285775
233,856.7653145386222
234,859.7342032495169
235,2247.27775145937
236,709.1476782343177
237,2488.4113519787
238,5643.038031821562
239,2113.187011405582
240,755.1515501442568
241,2803.050456028406
242,15559.70602667329
243,806.7626030387045
244,975.6908108905698
245,1305.1424425460712
246,2442.7484133580924
247,835.582271767531
248,11785.857725580297
249,763.1095939574844
250,1370.0624259079357
251,1581.1241667610254
252,1090.2822117746564
253,774.257463202027
254,712.4551585826542
255,758.6512868036899
256,13181.986585734903
257,849.5753193046169
258,755.0535167170416
259,11515.253164999473
260,559.0915058134552
261,8050.7622053000705
262,7825.086335665811
263,5852.1090668963425
264,1773.8334823037535
265,9285.37377294552
266,3238.6329244432454
267,2695.2426624659793
268,739.4994696916208
269,1532.8702142740838
270,1015.8947314530853
271,5308.595073681737
272,3569.0149248531734
273,956.0132945197432
274,9998.252587293064
275,568.5452649959883
276,1165.0426763538464
277,4641.46694082442
278,680.8482527983605
279,2378.8743105131616
280,1030.380150722733
281,11278.163543107938
282,1997.389642995877
283,8731.5822898858
284,682.7299678207763
285,8835.856302116998
286,9042.012340450112
287,2479.6703007477468
288,925.191898789724
289,1458.8575988611656
290,878.2430403846147
291,5378.866689188442
292,1526.9778522529589
293,11772.516268743211
294,684.0116328131728
295,9518.785871494365
296,2798.8103039541975
297,1650.6034168100314
298,962.6781623466057
299,2477.291365305493
300,11234.20594183715
301,1762.753050468967
302,2819.3959636065897
303,3844.424673252499
304,6735.647412698806
305,1940.2663011519628
306,841.347462926079
307,765.5101307644118
308,991.6633142214381
309,9167.790333585448
310,1714.3645809290244
311,4457.058193833455
312,15381.682503319435
313,1447.5370811645391
314,6277.6750050150695
315,5216.523584692654
316,1081.8244383200865
317,7979.034374869362
318,5605.5386425670595
319,3075.075847733025
320,1719.612738906196
321,3322.4817503858208
322,1033.045987637051
323,783.6133008220987
324,762.2129044895081
